X1,X2,X3,X4,X5,X6
14,0.91906,0,0,0.023962,292.45
2,0.9576,0,0,0.074316,41.803
4,0.95121,0,0,0.054769,76.085
6,0.92994,0,0,0.050997,94.524
8,0.92829,0,0,0.040032,136.28
10,0.92776,0,0,0.030334,270.85
12,0.92608,0,0,0.026282,283.73
14,0.92405,0,0,0.022965,412.73
2,0.95988,0,0,0.069051,44.402
4,0.93992,0,0,0.06612,56.454
6,0.93951,0,0,0.044543,112.48
8,0.93883,0,0,0.033807,206.64
10,0.939,0,0,0.025777,277.48
12,0.93649,0,0,0.023023,406.43
14,0.93727,0,0,0.0188,433.29
2,0.96013,0,0,0.069863,46.518
4,0.94967,0,0,0.056511,75.356
6,0.94993,0,0,0.036427,154.09
8,0.94981,0,0,0.027527,267.8
10,0.94754,0,0,0.02214,382.49
12,0.94506,0,0,0.019269,572.34
14,0.9484,0,0,0.016359,726.25
2,0.95999,0,0,0.070421,45.475
4,0.96,0,0,0.043671,95.512
6,0.95907,0,0,0.030123,220.24
8,0.95854,0,0,0.023101,326.79
10,0.95679,0,0,0.018614,612.86
12,0.95966,0,0,0.014103,1002.1
14,0.95888,0,0,0.013272,1047.9
2,0.95267,0.2,0,0.083284,38.996
4,0.94498,0.2,0,0.062034,68.638
6,0.92468,0.2,0,0.055798,85.206
8,0.90503,0.2,0,0.053003,107.27
10,0.87389,0.2,0,0.053014,94.409
12,0.86962,0.2,0,0.046083,122.26
14,0.83706,0.2,0,0.049762,91.428
2,0.96969,0.2,0,0.053319,72.163
4,0.94182,0.2,0,0.065044,66.852
6,0.92795,0.2,0,0.053612,89.75
8,0.91002,0.2,0,0.049871,117.11
10,0.876,0.2,0,0.052906,109.2
12,0.84993,0.2,0,0.052063,86.238
14,0.84824,0.2,0,0.046762,100.76
2,0.9595,0.2,0,0.071796,51.107
4,0.94019,0.2,0,0.066886,58.072
6,0.92302,0.2,0,0.057261,87.918
8,0.88844,0.2,0,0.062193,70.137
10,0.87322,0.2,0,0.053634,84.916
12,0.85756,0.2,0,0.050152,102.23
14,0.8557,0.2,0,0.041623,144.43
2,0.95845,0.2,0,0.073134,45.95
4,0.94796,0.2,0,0.059667,80.731
6,0.93178,0.2,0,0.050432,104.85
8,0.8748,0.2,0,0.068875,57.365
10,0.8696,0.2,0,0.055127,84.171
12,0.86931,0.2,0,0.04532,118.49
14,0.86923,0.2,0,0.040542,186.32
2,0.96172,0.2,0,0.066096,50.899
4,0.94238,0.2,0,0.064479,66.217
6,0.91016,0.2,0,0.064679,63.187
8,0.87818,0.2,0,0.063707,51.911
10,0.87934,0.2,0,0.051323,94.925
12,0.87962,0.2,0,0.04241,123.52
14,0.87977,0.2,0,0.037444,199.42
2,0.96692,0.2,0,0.058742,63.827
4,0.94448,0.2,0,0.061315,66.085
6,0.90452,0.2,0,0.067811,59.317
8,0.9063,0.2,0,0.051919,108.01
10,0.8896,0.2,0,0.046248,122.67
12,0.88974,0.2,0,0.038432,176.76
14,0.88547,0.2,0,0.034899,188.78
2,0.96482,0.2,0,0.062138,60.861
4,0.9405,0.2,0,0.066061,60.639
6,0.91274,0.2,0,0.06347,65.799
8,0.91694,0.2,0,0.045947,121.5
10,0.89984,0.2,0,0.042422,141.71
12,0.89911,0.2,0,0.035859,226.6
14,0.8973,0.2,0,0.030785,252.44
2,0.95727,0.2,0,0.07576,45.918
4,0.93929,0.2,0,0.069299,63.008
6,0.91174,0.2,0,0.064613,61.717
8,0.90868,0.2,0,0.050775,104.39
10,0.90744,0.2,0,0.038068,147.32
12,0.90706,0.2,0,0.032249,211.4
14,0.9086,0.2,0,0.028864,287.81
2,0.96298,0.2,0,0.065043,53.381
4,0.94263,0.2,0,0.064869,67.178
6,0.91985,0.2,0,0.059043,87.242
8,0.91853,0.2,0,0.04459,113.08
10,0.91945,0.2,0,0.03419,189.69
12,0.91884,0.2,0,0.029853,320.48
14,0.91468,0.2,0,0.025215,356.8
2,0.95675,0.2,0,0.075129,42.023
4,0.94284,0.2,0,0.064538,67.038
6,0.92973,0.2,0,0.050549,93.239
8,0.9295,0.2,0,0.039654,186.65
10,0.92658,0.2,0,0.030857,248.19
12,0.92736,0.2,0,0.025978,455.07
14,0.9253,0.2,0,0.022421,548.07
2,0.95588,0.2,0,0.07707,41.435
4,0.94782,0.2,0,0.058139,73.351
6,0.94,0.2,0,0.043379,127.04
8,0.93947,0.2,0,0.033561,193.15
10,0.93664,0.2,0,0.026577,330.58
12,0.93697,0.2,0,0.022616,432.91
14,0.93691,0.2,0,0.018605,497.44
2,0.95536,0.2,0,0.078212,41.409
4,0.94975,0.2,0,0.056983,89.026
6,0.9487,0.2,0,0.037532,161.24
8,0.94883,0.2,0,0.027084,282.94
10,0.94691,0.2,0,0.022556,505.12
12,0.9475,0.2,0,0.018426,577.28
14,0.94827,0.2,0,0.01617,917.4
2,0.9614,0.2,0,0.068205,51.243
4,0.95953,0.2,0,0.045542,115.6
6,0.95934,0.2,0,0.030047,236.48
8,0.95906,0.2,0,0.02299,419.83
10,0.95939,0.2,0,0.016795,651.9
12,0.95696,0.2,0,0.015032,647.01
14,0.95998,0.2,0,0.012135,913.96
2,0.96618,1,0,0.061264,73.644
4,0.94093,1,0,0.067661,61.132
6,0.9074,1,0,0.066781,67.272
8,0.89699,1,0,0.056461,108.58
10,0.89627,1,0,0.041467,147.99
12,0.85635,1,0,0.048294,131.2
14,0.83956,1,0,0.047858,94.393
2,0.95463,1,0,0.082658,48.199
4,0.92313,1,0,0.087342,53.32
6,0.90343,1,0,0.068235,58.544
8,0.89465,1,0,0.059642,89.261
10,0.86963,1,0,0.052126,105.8
12,0.84598,1,0,0.052378,84.461
14,0.84707,1,0,0.044604,114.54
2,0.96665,1,0,0.06011,80.939
4,0.93643,1,0,0.072933,65.432
6,0.90087,1,0,0.070842,64.435
8,0.88238,1,0,0.064779,69.316
10,0.85876,1,0,0.057411,98.407
12,0.85646,1,0,0.050093,106.56
14,0.85946,1,0,0.042211,158.65
2,0.95885,1,0,0.074115,55.924
4,0.94004,1,0,0.068634,64.727
6,0.91754,1,0,0.059577,100.02
8,0.8875,1,0,0.062082,93.446
10,0.86947,1,0,0.054508,102.43
12,0.86885,1,0,0.045778,120.36
14,0.86534,1,0,0.040117,142.09
2,0.95224,1,0,0.0866,43.296
4,0.94081,1,0,0.067954,74.928
6,0.89369,1,0,0.078181,61.977
8,0.89865,1,0,0.056256,110.27
10,0.87952,1,0,0.049825,129.87
12,0.87971,1,0,0.042372,169.64
14,0.8743,1,0,0.037465,160.34
2,0.95714,1,0,0.077283,49.739
4,0.92599,1,0,0.085754,47.673
6,0.90367,1,0,0.069918,61.563
8,0.89,1,0,0.060324,83.455
10,0.88869,1,0,0.045615,123.96
12,0.88809,1,0,0.038989,159.51
14,0.88959,1,0,0.032505,295.14
2,0.96221,1,0,0.067528,62.808
4,0.93092,1,0,0.078126,56.279
6,0.91667,1,0,0.060189,87.863
8,0.89857,1,0,0.054515,119.61
10,0.89643,1,0,0.041538,166.43
12,0.89682,1,0,0.034754,192.16
14,0.89842,1,0,0.030428,269.73
2,0.94822,1,0,0.093099,40.116
4,0.93983,1,0,0.070468,61.712
6,0.92356,1,0,0.054702,113.04
8,0.90895,1,0,0.051133,115.38
10,0.90994,1,0,0.036467,201.32
12,0.90989,1,0,0.030788,268
14,0.90399,1,0,0.028169,333.35
2,0.96776,1,0,0.057989,80.34
4,0.93657,1,0,0.074481,57.603
6,0.91858,1,0,0.059468,84.584
8,0.91811,1,0,0.044901,139.87
10,0.91965,1,0,0.033023,219.97
12,0.91934,1,0,0.028077,395.08
14,0.91437,1,0,0.025214,456.03
2,0.96488,1,0,0.063695,65.634
4,0.93738,1,0,0.074043,64.902
6,0.93463,1,0,0.048021,126.39
8,0.92916,1,0,0.03769,203.12
10,0.92759,1,0,0.028915,305.66
12,0.92609,1,0,0.025652,338.11
14,0.92654,1,0,0.022937,527.1
2,0.95069,1,0,0.09058,42.142
4,0.93998,1,0,0.070375,72.509
6,0.93884,1,0,0.043538,115.8
8,0.9387,1,0,0.033624,259.62
10,0.93637,1,0,0.026188,299.93
12,0.93921,1,0,0.020618,532.44
14,0.93806,1,0,0.018614,1146.8
2,0.96189,1,0,0.068841,63.813
4,0.94982,1,0,0.057829,85.524
6,0.94894,1,0,0.037067,189.98
8,0.94895,1,0,0.028081,351.42
10,0.94816,1,0,0.021955,434.66
12,0.94864,1,0,0.017168,625.39
14,0.94924,1,0,0.015149,817.22
2,0.9599,1,0,0.071909,54.871
4,0.95939,1,0,0.046925,127.68
6,0.9595,1,0,0.029113,266.89
8,0.95888,1,0,0.023127,334.82
10,0.95834,1,0,0.016542,747.2
12,0.95521,1,0,0.014805,785.91
14,0.95822,1,0,0.013068,1084.9
2,0.92414,-0.1,0.2,0.12145,16.899
4,0.89603,-0.1,0.2,0.1064,21.038
6,0.85721,-0.1,0.2,0.096248,23.498
8,0.8716,-0.1,0.2,0.066737,47.57
10,0.83711,-0.1,0.2,0.063621,34.914
12,0.83571,-0.1,0.2,0.054343,63.387
14,0.8378,-0.1,0.2,0.047399,97.702
2,0.93747,-0.1,0.2,0.1013,22.023
4,0.90996,-0.1,0.2,0.092009,25.711
6,0.88349,-0.1,0.2,0.080369,34.504
8,0.84939,-0.1,0.2,0.077419,33.114
10,0.84987,-0.1,0.2,0.059328,61.956
12,0.84706,-0.1,0.2,0.051576,73.647
14,0.84669,-0.1,0.2,0.042794,85.091
2,0.92965,-0.1,0.2,0.11206,18.599
4,0.90982,-0.1,0.2,0.093109,26.437
6,0.86306,-0.1,0.2,0.093198,25.518
8,0.85849,-0.1,0.2,0.071913,38.944
10,0.8593,-0.1,0.2,0.05613,68.556
12,0.85914,-0.1,0.2,0.04685,89.225
14,0.85565,-0.1,0.2,0.042621,132.22
2,0.93574,-0.1,0.2,0.10373,21.4
4,0.92056,-0.1,0.2,0.082862,32.344
6,0.89826,-0.1,0.2,0.069898,46.214
8,0.86829,-0.1,0.2,0.067561,41.342
10,0.86902,-0.1,0.2,0.052296,77.419
12,0.86907,-0.1,0.2,0.044029,94.544
14,0.86524,-0.1,0.2,0.038575,135.88
2,0.93243,-0.1,0.2,0.10907,20.251
4,0.89495,-0.1,0.2,0.1081,19.857
6,0.8796,-0.1,0.2,0.081898,34.339
8,0.87945,-0.1,0.2,0.061967,55.761
10,0.87981,-0.1,0.2,0.048354,87.383
12,0.87735,-0.1,0.2,0.042488,124.93
14,0.87697,-0.1,0.2,0.035077,138.19
2,0.92488,-0.1,0.2,0.12005,17.005
4,0.91006,-0.1,0.2,0.093262,27.713
6,0.89231,-0.1,0.2,0.072558,40.558
8,0.88933,-0.1,0.2,0.057631,58.869
10,0.88653,-0.1,0.2,0.044356,108.18
12,0.88905,-0.1,0.2,0.036417,103.9
14,0.88875,-0.1,0.2,0.03202,184.52
2,0.95196,-0.1,0.2,0.078117,31.218
4,0.91003,-0.1,0.2,0.092589,27.206
6,0.89891,-0.1,0.2,0.068949,49.392
8,0.89908,-0.1,0.2,0.052344,65.048
10,0.89968,-0.1,0.2,0.039299,115.85
12,0.89674,-0.1,0.2,0.034189,139.75
14,0.8943,-0.1,0.2,0.031632,236.04
2,0.94786,-0.1,0.2,0.083638,29.791
4,0.92592,-0.1,0.2,0.077509,38.078
6,0.90892,-0.1,0.2,0.0605,53.948
8,0.90927,-0.1,0.2,0.047344,83.908
10,0.90655,-0.1,0.2,0.036955,140.57
12,0.90752,-0.1,0.2,0.031724,227.62
14,0.90944,-0.1,0.2,0.026595,210.62
2,0.9442,-0.1,0.2,0.090438,26.814
4,0.91945,-0.1,0.2,0.083149,32.214
6,0.91923,-0.1,0.2,0.056284,67.401
8,0.91792,-0.1,0.2,0.042608,89.139
10,0.91931,-0.1,0.2,0.033226,187.28
12,0.91681,-0.1,0.2,0.02819,277.67
14,0.91392,-0.1,0.2,0.026478,260.57
2,0.93366,-0.1,0.2,0.10618,19.822
4,0.93294,-0.1,0.2,0.069636,44.246
6,0.92952,-0.1,0.2,0.047865,82.625
8,0.92864,-0.1,0.2,0.036729,140.31
10,0.92842,-0.1,0.2,0.028024,203.6
12,0.92484,-0.1,0.2,0.025646,287.24
14,0.92398,-0.1,0.2,0.021546,407.78
2,0.94163,-0.1,0.2,0.095418,24.549
4,0.93992,-0.1,0.2,0.061493,50.61
6,0.93904,-0.1,0.2,0.042606,114.72
8,0.93963,-0.1,0.2,0.031755,169.25
10,0.93695,-0.1,0.2,0.024564,264.89
12,0.9362,-0.1,0.2,0.021497,319.92
14,0.93931,-0.1,0.2,0.018293,470.11
2,0.94997,-0.1,0.2,0.08199,30.916
4,0.94995,-0.1,0.2,0.052273,64.042
6,0.94993,-0.1,0.2,0.034303,133.86
8,0.94852,-0.1,0.2,0.026469,251.32
10,0.94907,-0.1,0.2,0.020314,320.18
12,0.94832,-0.1,0.2,0.017858,557.37
14,0.94509,-0.1,0.2,0.016151,416.33
2,0.95998,-0.1,0.2,0.064467,42.042
4,0.95995,-0.1,0.2,0.041765,93.132
6,0.95939,-0.1,0.2,0.028119,193.14
8,0.95925,-0.1,0.2,0.021127,319.7
10,0.95967,-0.1,0.2,0.016324,431.73
12,0.95709,-0.1,0.2,0.014561,693.7
14,0.95371,-0.1,0.2,0.013519,602.28
2,0.94632,0,0.2,0.086531,27.053
4,0.91408,0,0.2,0.087701,28.34
6,0.88318,0,0.2,0.080524,35.235
8,0.84554,0,0.2,0.078935,31.869
10,0.84556,0,0.2,0.061537,54.218
12,0.83867,0,0.2,0.053903,62.674
14,0.83697,0,0.2,0.047244,68.587
2,0.93037,0,0.2,0.11087,18.323
4,0.90536,0,0.2,0.094504,24.476
6,0.87469,0,0.2,0.085474,28.041
8,0.84912,0,0.2,0.076709,31.972
10,0.84983,0,0.2,0.060201,54.102
12,0.84768,0,0.2,0.0514,72.419
14,0.84601,0,0.2,0.044684,115.8
2,0.93613,0,0.2,0.10235,21.483
4,0.92158,0,0.2,0.080746,32.163
6,0.86204,0,0.2,0.094207,23.542
8,0.85988,0,0.2,0.073019,37.024
10,0.85828,0,0.2,0.056027,56.169
12,0.85674,0,0.2,0.048471,81.926
14,0.85457,0,0.2,0.041753,105.83
2,0.94083,0,0.2,0.094023,23.231
4,0.91724,0,0.2,0.083592,28.329
6,0.86964,0,0.2,0.088261,31.011
8,0.8681,0,0.2,0.067318,40.29
10,0.86807,0,0.2,0.052976,64.807
12,0.86756,0,0.2,0.043359,76.945
14,0.86414,0,0.2,0.039507,109.3
2,0.92622,0,0.2,0.11531,17.398
4,0.91065,0,0.2,0.090462,26.498
6,0.90517,0,0.2,0.065185,48.296
8,0.87944,0,0.2,0.062361,49.014
10,0.87863,0,0.2,0.04847,74.01
12,0.87786,0,0.2,0.041224,134.6
14,0.8765,0,0.2,0.035722,158.82
2,0.9334,0,0.2,0.10528,19.986
4,0.90813,0,0.2,0.092431,24.064
6,0.88984,0,0.2,0.074417,36.774
8,0.88928,0,0.2,0.056106,62.875
10,0.8895,0,0.2,0.044751,93.719
12,0.88767,0,0.2,0.037762,151.1
14,0.88654,0,0.2,0.032713,184.25
2,0.92972,0,0.2,0.11195,18.955
4,0.89969,0,0.2,0.10002,21.013
6,0.89931,0,0.2,0.070033,46.79
8,0.89788,0,0.2,0.052049,77.736
10,0.89714,0,0.2,0.040018,112.52
12,0.8978,0,0.2,0.034489,177.65
14,0.89445,0,0.2,0.031488,198.95
2,0.94062,0,0.2,0.094653,23.115
4,0.90984,0,0.2,0.091543,25.113
6,0.90894,0,0.2,0.061966,54.487
8,0.90799,0,0.2,0.047625,99.807
10,0.9083,0,0.2,0.036172,136.76
12,0.90466,0,0.2,0.032891,201.52
14,0.90597,0,0.2,0.028283,249.64
2,0.94545,0,0.2,0.08745,26.871
4,0.91963,0,0.2,0.081413,32.934
6,0.91892,0,0.2,0.056551,64.824
8,0.91863,0,0.2,0.041293,108.57
10,0.91726,0,0.2,0.032999,143.34
12,0.91715,0,0.2,0.027198,229.47
14,0.91569,0,0.2,0.024636,413.17
2,0.93067,0,0.2,0.11015,19.463
4,0.92958,0,0.2,0.071383,35.097
6,0.92887,0,0.2,0.048751,76.408
8,0.92889,0,0.2,0.037015,132.76
10,0.92623,0,0.2,0.030078,187.15
12,0.92847,0,0.2,0.024304,245.84
14,0.92552,0,0.2,0.020948,325.63
2,0.93985,0,0.2,0.095568,22.705
4,0.93995,0,0.2,0.061723,52.081
6,0.93882,0,0.2,0.042094,105.78
8,0.93917,0,0.2,0.031517,164.3
10,0.93701,0,0.2,0.024774,258.36
12,0.9374,0,0.2,0.02068,281.75
14,0.93549,0,0.2,0.018501,456.17
2,0.95,0,0.2,0.080145,29.96
4,0.94964,0,0.2,0.051445,64.833
6,0.94869,0,0.2,0.035741,135.23
8,0.94828,0,0.2,0.026781,218.2
10,0.94876,0,0.2,0.020979,342.22
12,0.94779,0,0.2,0.018274,670.45
14,0.94897,0,0.2,0.014617,917.78
2,0.95993,0,0.2,0.064689,42.217
4,0.9595,0,0.2,0.041861,92.04
6,0.95945,0,0.2,0.028346,184.53
8,0.95785,0,0.2,0.022752,316.75
10,0.9599,0,0.2,0.016335,406.88
12,0.95645,0,0.2,0.014684,613.92
14,0.95551,0,0.2,0.012448,606.33
2,0.93932,0.2,0.2,0.097747,22.214
4,0.90555,0.2,0.2,0.096514,24.624
6,0.85127,0.2,0.2,0.099498,17.939
8,0.84329,0.2,0.2,0.080559,31.155
10,0.8392,0.2,0.2,0.062838,39.578
12,0.83849,0.2,0.2,0.054229,57.503
14,0.83807,0.2,0.2,0.045502,77.89
2,0.93196,0.2,0.2,0.10778,18.969
4,0.91443,0.2,0.2,0.087202,30.028
6,0.86223,0.2,0.2,0.093704,26.024
8,0.85052,0.2,0.2,0.077406,30.825
10,0.84791,0.2,0.2,0.061052,53.884
12,0.847,0.2,0.2,0.051736,80.647
14,0.84845,0.2,0.2,0.04456,101.13
2,0.92942,0.2,0.2,0.11389,17.711
4,0.9213,0.2,0.2,0.082386,32.567
6,0.85915,0.2,0.2,0.096511,22.967
8,0.85984,0.2,0.2,0.072869,36.342
10,0.85845,0.2,0.2,0.05478,50.541
12,0.85827,0.2,0.2,0.047936,73.755
14,0.85869,0.2,0.2,0.040236,97.42
2,0.9412,0.2,0.2,0.096122,23.717
4,0.9007,0.2,0.2,0.10223,21.832
6,0.8799,0.2,0.2,0.081609,32.142
8,0.86984,0.2,0.2,0.067502,43.134
10,0.8697,0.2,0.2,0.051181,68.897
12,0.86758,0.2,0.2,0.043918,91.643
14,0.86758,0.2,0.2,0.038308,140.39
2,0.93419,0.2,0.2,0.10678,19.385
4,0.90441,0.2,0.2,0.098147,23.229
6,0.8797,0.2,0.2,0.082238,31.603
8,0.8798,0.2,0.2,0.061974,52.078
10,0.8789,0.2,0.2,0.048472,86.336
12,0.87943,0.2,0.2,0.039884,108.12
14,0.8762,0.2,0.2,0.035554,147.67
2,0.94194,0.2,0.2,0.094723,23.831
4,0.91357,0.2,0.2,0.089215,28.978
6,0.88941,0.2,0.2,0.075025,38.286
8,0.88924,0.2,0.2,0.056189,50.671
10,0.88985,0.2,0.2,0.04253,82.979
12,0.8877,0.2,0.2,0.038844,139.14
14,0.88765,0.2,0.2,0.033391,160.53
2,0.93186,0.2,0.2,0.10932,18.915
4,0.91302,0.2,0.2,0.089123,26.856
6,0.89917,0.2,0.2,0.069682,46.817
8,0.89936,0.2,0.2,0.051526,74.228
10,0.89941,0.2,0.2,0.040225,113.48
12,0.89644,0.2,0.2,0.03449,137.5
14,0.89603,0.2,0.2,0.029629,191.84
2,0.93498,0.2,0.2,0.1045,20.315
4,0.90991,0.2,0.2,0.091979,25.069
6,0.90933,0.2,0.2,0.063144,52.292
8,0.90979,0.2,0.2,0.045671,89.587
10,0.90882,0.2,0.2,0.036524,157.76
12,0.90793,0.2,0.2,0.032314,210.49
14,0.90889,0.2,0.2,0.026456,248.14
2,0.93285,0.2,0.2,0.10818,19.322
4,0.91974,0.2,0.2,0.082358,31.622
6,0.91901,0.2,0.2,0.055326,63.896
8,0.91898,0.2,0.2,0.041759,123.99
10,0.91694,0.2,0.2,0.034078,184.04
12,0.9195,0.2,0.2,0.026696,223.61
14,0.91795,0.2,0.2,0.023711,285.59
2,0.93592,0.2,0.2,0.10385,21.29
4,0.92962,0.2,0.2,0.071718,38.041
6,0.92908,0.2,0.2,0.048903,85.032
8,0.92928,0.2,0.2,0.037329,143.9
10,0.92782,0.2,0.2,0.028478,178.21
12,0.9278,0.2,0.2,0.024719,294.4
14,0.92422,0.2,0.2,0.022519,367.55
2,0.93982,0.2,0.2,0.097609,22.692
4,0.93974,0.2,0.2,0.062109,49.855
6,0.93949,0.2,0.2,0.042248,108.05
8,0.9383,0.2,0.2,0.031755,154.23
10,0.93757,0.2,0.2,0.02549,300.68
12,0.93542,0.2,0.2,0.022,342.05
14,0.93734,0.2,0.2,0.018767,615.69
2,0.94999,0.2,0.2,0.080349,30.751
4,0.94992,0.2,0.2,0.053293,67.896
6,0.94971,0.2,0.2,0.034701,142.19
8,0.94853,0.2,0.2,0.026354,268.69
10,0.94901,0.2,0.2,0.020013,408.71
12,0.94521,0.2,0.2,0.018792,504.67
14,0.94742,0.2,0.2,0.014931,706.29
2,0.95982,0.2,0.2,0.064512,39.894
4,0.95969,0.2,0.2,0.042707,93.391
6,0.95939,0.2,0.2,0.028165,181.76
8,0.95904,0.2,0.2,0.021861,353.95
10,0.95929,0.2,0.2,0.016211,410.07
12,0.95525,0.2,0.2,0.014893,537.91
14,0.9578,0.2,0.2,0.012691,865.39
2,0.93813,1,0.2,0.10634,23.006
4,0.91589,1,0.2,0.094928,31.836
6,0.86566,1,0.2,0.091659,28.853
8,0.84929,1,0.2,0.079823,31.636
10,0.8709,1,0.2,0.050059,74.962
12,0.83922,1,0.2,0.054611,68.597
14,0.83816,1,0.2,0.0464,114.71
2,0.9364,1,0.2,0.11054,22.41
4,0.88994,1,0.2,0.12152,18.595
6,0.88943,1,0.2,0.078221,42.273
8,0.84939,1,0.2,0.078406,34.703
10,0.84971,1,0.2,0.060561,52.354
12,0.84865,1,0.2,0.049604,97.974
14,0.84847,1,0.2,0.045042,83.425
2,0.95206,1,0.2,0.082931,33.871
4,0.9182,1,0.2,0.093026,33.34
6,0.88216,1,0.2,0.08276,33.544
8,0.88159,1,0.2,0.062287,52.348
10,0.85885,1,0.2,0.055499,68.763
12,0.85745,1,0.2,0.047443,79.367
14,0.85569,1,0.2,0.042658,91.727
2,0.93056,1,0.2,0.11967,20.474
4,0.92966,1,0.2,0.078988,41.932
6,0.88087,1,0.2,0.083379,36.836
8,0.86957,1,0.2,0.070306,46.073
10,0.86845,1,0.2,0.051685,73.137
12,0.86852,1,0.2,0.044412,91.871
14,0.86498,1,0.2,0.039293,130.82
2,0.94574,1,0.2,0.094913,29.564
4,0.93135,1,0.2,0.076755,42.291
6,0.87966,1,0.2,0.086593,31.648
8,0.8796,1,0.2,0.065003,54.956
10,0.87995,1,0.2,0.047302,92.829
12,0.87981,1,0.2,0.040483,108.94
14,0.87882,1,0.2,0.03714,147.57
2,0.94495,1,0.2,0.095381,27.783
4,0.92662,1,0.2,0.08153,38.215
6,0.88988,1,0.2,0.076569,39.21
8,0.88791,1,0.2,0.059562,76.689
10,0.88771,1,0.2,0.043425,101.69
12,0.88867,1,0.2,0.037069,137
14,0.88746,1,0.2,0.032137,152.47
2,0.93944,1,0.2,0.10451,25.044
4,0.90899,1,0.2,0.10308,27.745
6,0.89916,1,0.2,0.071717,54.288
8,0.89952,1,0.2,0.05327,78.425
10,0.89781,1,0.2,0.040868,136.1
12,0.89599,1,0.2,0.035047,161.95
14,0.89749,1,0.2,0.030293,250.19
2,0.93078,1,0.2,0.12008,19.729
4,0.92121,1,0.2,0.088752,36.58
6,0.90913,1,0.2,0.063349,55.979
8,0.90948,1,0.2,0.047323,82.358
10,0.90854,1,0.2,0.035496,142.16
12,0.90609,1,0.2,0.031543,222.03
14,0.90832,1,0.2,0.026766,251.76
2,0.93658,1,0.2,0.10846,23.589
4,0.91991,1,0.2,0.088604,31.887
6,0.91984,1,0.2,0.057099,68.367
8,0.91948,1,0.2,0.042731,113.16
10,0.91649,1,0.2,0.032517,162.81
12,0.91678,1,0.2,0.027527,244.93
14,0.91684,1,0.2,0.023796,398.63
2,0.92987,1,0.2,0.12136,18.877
4,0.92985,1,0.2,0.078063,41.412
6,0.9292,1,0.2,0.048699,84.178
8,0.92947,1,0.2,0.038278,131.67
10,0.92703,1,0.2,0.028612,213.95
12,0.92831,1,0.2,0.024383,339.2
14,0.92793,1,0.2,0.021006,359.7
2,0.9466,1,0.2,0.094488,29.484
4,0.93976,1,0.2,0.067336,50.854
6,0.93884,1,0.2,0.043867,106.03
8,0.93805,1,0.2,0.033472,218.52
10,0.93719,1,0.2,0.024612,283.6
12,0.93919,1,0.2,0.020398,385.15
14,0.937,1,0.2,0.018216,724.42
2,0.94987,1,0.2,0.086953,31.649
4,0.94975,1,0.2,0.057034,75.199
6,0.94963,1,0.2,0.035368,150.15
8,0.94922,1,0.2,0.027929,240.32
10,0.94797,1,0.2,0.020668,329.27
12,0.94919,1,0.2,0.017353,454.93
14,0.94539,1,0.2,0.015912,532.96
2,0.95991,1,0.2,0.071032,42.373
4,0.95975,1,0.2,0.046093,100.95
6,0.95973,1,0.2,0.028956,217.72
8,0.9581,1,0.2,0.02253,292.97
10,0.95645,1,0.2,0.01805,501.71
12,0.95884,1,0.2,0.013763,1320.4
14,0.95849,1,0.2,0.013013,1139.1
2,0.83985,-0.5,1,0.24253,5.429
4,0.8397,-0.5,1,0.15876,9.7481
6,0.83963,-0.5,1,0.10145,16.191
8,0.83804,-0.5,1,0.078024,26.482
10,0.83757,-0.5,1,0.057742,46.171
12,0.83967,-0.5,1,0.048325,87.531
14,0.83692,-0.5,1,0.042745,118.08
2,0.8498,-0.5,1,0.22957,5.7856
4,0.84955,-0.5,1,0.14967,13.404
6,0.84918,-0.5,1,0.09557,20.235
8,0.84853,-0.5,1,0.073195,32.881
10,0.84956,-0.5,1,0.053958,62.388
12,0.84664,-0.5,1,0.04646,62.031
14,0.84737,-0.5,1,0.039208,105.29
2,0.85999,-0.5,1,0.21525,6.3311
4,0.85946,-0.5,1,0.13972,13.329
6,0.85883,-0.5,1,0.089723,23.279
8,0.85893,-0.5,1,0.068324,40.668
10,0.85672,-0.5,1,0.05147,58.655
12,0.85819,-0.5,1,0.043137,135.77
14,0.85359,-0.5,1,0.03862,105.11
2,0.86989,-0.5,1,0.19903,7.7791
4,0.86946,-0.5,1,0.12866,14.779
6,0.86943,-0.5,1,0.083281,28.252
8,0.86817,-0.5,1,0.063435,51.67
10,0.8667,-0.5,1,0.046767,69.354
12,0.86696,-0.5,1,0.040599,107.49
14,0.86972,-0.5,1,0.034109,178.66
2,0.8799,-0.5,1,0.18513,8.5874
4,0.8798,-0.5,1,0.12129,15.444
6,0.8794,-0.5,1,0.075992,34.893
8,0.87979,-0.5,1,0.058319,54.984
10,0.87833,-0.5,1,0.043624,74.861
12,0.8797,-0.5,1,0.036532,151.08
14,0.87886,-0.5,1,0.031599,122.16
2,0.88998,-0.5,1,0.16999,10.378
4,0.88984,-0.5,1,0.10915,23.434
6,0.88889,-0.5,1,0.070423,32.169
8,0.88947,-0.5,1,0.053262,61.222
10,0.88808,-0.5,1,0.039926,108.39
12,0.88767,-0.5,1,0.034454,111.74
14,0.88482,-0.5,1,0.030395,113.2
2,0.8999,-0.5,1,0.15447,11.403
4,0.89989,-0.5,1,0.10041,23.396
6,0.89974,-0.5,1,0.063544,54.827
8,0.89808,-0.5,1,0.04949,72.442
10,0.8996,-0.5,1,0.035442,123.19
12,0.89502,-0.5,1,0.03168,173.03
